Tuned time [Ma],Foram bent δ13C [‰ PDB] (VPDB),Foram bent δ18O [‰ PDB] (VPDB)
19.409964,0.979,2.623
19.414593,0.769,1.958
19.419221,1.023,2.078
19.42385,0.951,1.907
19.428439,0.895,1.83
19.433068,1.002,1.946
19.438128,1.046,2.179
19.442286,0.665,1.92
19.446914,0.694,2.048
19.451543,0.699,2.178
19.456132,0.951,2.232
19.460761,1.016,1.956
19.465389,0.832,1.952
19.470018,1.031,1.791
19.474529,1.087,2.147
19.477941,0.958,2.095
19.481354,0.764,2.027
19.484767,0.691,2.089
19.488179,0.943,2.069
19.491553,0.924,2.031
19.494965,0.959,1.982
19.498378,0.945,1.93
19.50179,0.829,1.917
19.505203,0.776,1.898
19.508615,0.793,2.033
19.512028,0.702,1.949
19.515401,0.789,2.113
19.518775,0.756,2.08
19.522148,0.529,1.842
19.525482,0.483,1.768
19.528856,0.501,1.673
19.532229,0.588,1.776
19.539329,0.581,1.516
19.542271,0.702,1.664
19.546938,0.62,1.423
19.552234,0.431,1.216
19.557529,0.16,1.156
19.561254,0.304,1.306
19.564796,0.289,1.414
19.568155,0.654,1.829
19.570937,0.477,1.708
19.573718,0.577,1.789
19.576395,0.417,1.699
19.578835,0.461,1.534
19.583664,0.976,1.848
19.586078,0.666,1.641
19.588518,0.766,1.613
19.590933,0.711,1.619
19.593347,0.777,1.665
19.595787,0.771,1.853
19.598201,0.801,2.032
19.600616,0.782,1.733
19.603056,0.62,1.98
19.60547,0.853,1.945
19.607884,0.808,1.938
19.610299,0.649,1.911
19.612739,0.618,1.885
19.615258,0.695,1.775
19.618066,0.736,1.812
19.6209,0.571,1.758
19.623734,0.722,1.746
19.626542,0.484,1.42
19.629271,0.344,1.356
19.631895,0.205,1.228
19.635887,0.306,1.337
19.639936,0.21,1.385
19.643985,0.246,1.289
19.648034,0.316,1.359
19.652083,0.65,1.83
19.656133,0.573,1.791
19.660182,0.564,1.588
19.664231,0.411,1.565
19.66828,0.346,1.358
19.672329,0.319,1.305
19.676378,0.202,1.47
19.680427,0.343,1.224
19.684476,0.87,1.706
19.688525,0.757,1.829
19.692574,0.545,1.697
19.696623,0.195,1.62
19.700672,0.6,1.37
19.704721,0.816,1.92
19.708771,0.865,1.997
19.71282,0.823,1.663
19.716869,0.769,1.824
19.720675,0.572,1.515
19.724724,0.627,1.597
19.728773,0.753,1.579
19.732822,0.805,1.713
19.736871,0.803,1.687
19.74092,0.773,1.546
19.744969,0.767,1.601
19.749018,0.485,1.341
19.753067,0.39,1.385
19.757117,0.295,1.184
19.761166,0.26,1.095
19.764913,0.269,1.091
19.767957,0.55,1.538
19.771,0.465,1.781
19.774043,0.843,2.345
19.777087,0.936,2.267
19.78013,0.741,1.842
19.783174,0.638,1.83
19.786217,0.815,1.845
19.789261,0.993,2.085
19.792304,0.935,2.083
19.795348,0.939,2.05
19.798391,0.679,2.041
19.801435,0.745,1.945
19.804478,0.663,1.907
19.807522,0.783,2.026
19.810565,0.791,2.167
19.813609,0.76,2.072
19.816652,0.74,2.052
19.819696,0.82,2.244
19.822739,0.765,2.139
19.825783,0.571,2.183
19.828826,0.958,2.283
19.83187,0.855,2.118
19.834913,0.99,2.227
19.837957,0.898,1.995
19.841,0.73,1.63
19.844619,0.823,1.927
19.848237,0.818,1.942
19.851856,0.818,1.827
19.855475,0.76,1.754
19.85837,0.694,1.736
19.863436,0.457,1.53
19.866331,0.581,1.677
19.869949,0.838,1.768
19.873568,0.772,1.976
19.877187,0.73,1.974
19.880805,0.682,1.959
19.884424,0.644,2.066
19.888043,0.692,2.033
19.891661,0.706,2.096
19.89528,0.673,1.892
19.898899,0.653,1.911
19.902518,0.343,1.757
19.906136,0.426,1.791
19.909755,0.715,1.942
19.913374,0.714,1.821
19.916992,0.647,1.756
19.920611,0.626,1.562
19.92423,0.717,1.741
19.927848,0.527,1.555
19.931467,0.316,1.482
19.935047,0.115,1.481
19.938538,0.502,1.815
19.942028,0.611,1.82
19.945519,0.508,1.532
19.949009,0.635,1.673
19.9525,0.407,1.687
19.955991,0.296,1.512
19.959481,0.384,1.521
19.962972,0.503,1.786
19.966462,0.682,1.862
19.969953,0.652,1.664
19.973443,0.673,1.611
19.976934,0.711,1.838
19.980425,0.393,1.583
19.983915,0.32,1.799
19.987406,0.584,2.112
19.990896,0.462,1.85
19.994387,0.455,1.864
19.997877,0.392,1.61
20.002813,1.1,1.7338
20.005703,1.05,1.6798
20.008594,0.84,1.6968
20.011484,0.81,1.5438
20.014375,0.96,1.6508
20.017266,1.04,2.0148
20.020156,0.89,1.8198
20.023047,1.04,1.6912
20.025938,1.02,1.8478
20.028828,0.92,1.9388
20.031719,0.96,1.7828
20.034609,0.92,1.508
20.037269,0.84,1.32
20.040391,1.14,1.721
20.043281,1.01,1.514
20.046172,1.03,1.813
20.049063,0.89,1.597
20.051953,1.03,1.675
20.054844,0.89,1.38
20.057734,1.09,1.609
20.060625,0.87,1.262
20.063516,1.01,1.2371
20.066406,1.11,1.2229
20.072188,0.91,1.6796
20.075078,0.98,1.7305
20.077969,1.05,1.6317
20.080859,0.86,1.6935
20.08375,1.33,1.548
20.086641,1.19,1.6727
20.089531,1.15,1.916
20.092422,1.38,1.638
20.095333,1.2,1.5729
20.09825,1.3,1.7384
20.101167,1.21,1.7464
20.104083,1.14,1.6278
20.107,1.2,1.6457
20.109917,1.01,1.5406
20.112833,1.11,1.4432
20.11575,1.14,1.9002
20.118667,1.08,1.7202
20.121583,0.96,1.8086
20.1245,1.05,1.609
20.127417,1.13,1.417
20.130333,0.92,1.757
20.13325,1.02,1.4887
20.136167,0.89,1.3018
20.139083,0.77,1.3878
20.142,1.24,1.5844
20.144917,1.05,1.5906
20.147833,1.05,1.6944
20.15075,0.86,1.386
20.153667,1.06,1.498
20.156583,1.09,1.586
20.1595,1.18,1.6444
20.162417,1.06,1.5134
20.165333,1.13,1.548
20.16825,1.16,1.6356
20.171167,0.93,1.4708
20.174083,0.76,1.6425
20.177,1.03,1.8369
20.179917,0.8,1.6505
20.182833,0.59,1.4379
20.18575,0.73,1.544
20.188667,0.75,1.5899
20.191583,0.98,1.8703
20.1945,1.23,1.9457
20.197417,1.24,2.0969
20.200333,1.03,1.7845
20.20325,1.22,1.9137
20.205953,1.18,2.0653
20.208334,1.25,1.7921
20.210525,1.18,1.7534
20.213098,1.05,1.6961
20.215479,1.13,1.7422
20.217861,1.07,1.6546
20.220243,1.21,1.631
20.222624,1.03,1.7583
20.225006,1.11,1.7207
20.227387,1.08,1.6779
20.229769,1.22,1.8331
20.232151,1.29,1.8635
20.234532,1.23,1.8447
20.236914,1.02,1.7462
20.239296,1.31,1.8588
20.241677,1.0,1.7353
20.244059,1.01,1.8759
20.246441,1.05,1.6623
20.248822,0.93,1.7373
20.251204,1.2,1.6013
20.253585,1.02,1.7409
20.255967,1.24,1.8272
20.258349,0.96,1.8636
20.26073,1.17,1.7315
20.263112,1.2,1.7843
20.265494,1.17,1.5593
20.267875,1.14,1.6741
20.270257,1.31,1.7373
20.279784,1.01,1.3853
20.282165,1.01,1.6543
20.284547,1.2,1.5483
20.286928,1.01,1.5543
20.28931,1.06,1.6383
20.291692,0.99,1.6583
20.293311,1.1,1.61
20.294073,1.08,1.7563
20.296455,1.01,1.5053
20.298837,1.27,1.49
20.298837,0.98,1.5433
20.301218,0.99,1.5
20.301218,1.01,1.7033
20.3036,1.06,1.6
20.3036,0.89,1.5117
20.305982,1.06,1.4
20.308363,1.05,1.77
20.310745,0.76,1.65
20.313127,0.97,1.85
20.315508,1.13,1.54
20.31789,0.88,1.61
20.320271,1.39,1.83
20.322653,0.93,1.82
20.325035,0.75,1.41
20.327416,1.37,1.79
20.329798,1.12,1.6
20.33218,1.15,1.68
20.334561,1.46,1.77
20.336943,1.28,1.65
20.339325,1.23,1.74
20.341706,1.11,1.66
20.344088,1.11,1.71
20.34647,1.12,1.64
20.348851,1.23,1.66
20.351233,1.13,1.71
20.353614,1.13,1.73
20.355996,1.32,1.81
20.358378,1.08,1.62
20.360759,1.22,1.7
20.363141,1.08,1.9
20.365523,1.11,1.72
20.368006,1.12,1.78
20.371313,0.98,1.75
20.374265,1.21,1.59
20.377217,1.16,1.73
20.380169,1.11,1.62
20.383121,0.99,1.65
20.386073,1.16,1.79
20.389026,0.99,1.49
20.391978,1.04,1.51
20.39493,0.84,1.56
20.397882,0.8,1.72
20.400834,0.89,1.56
20.403786,1.16,1.59
20.406738,0.88,1.49
20.40969,0.84,1.56
20.412643,0.77,1.48
20.415595,1.21,1.62
20.418547,1.11,1.71
20.421499,0.94,1.61
20.424451,1.09,1.91
20.427403,1.03,1.47
20.430355,0.93,1.29
20.433308,1.06,1.56
20.43626,1.0,1.59
20.439212,0.83,1.56
20.442164,1.16,1.59
20.445116,0.91,1.59
20.448068,1.16,1.75
20.45102,0.9,1.42
20.453972,1.23,1.73
20.456925,0.99,1.64
20.459877,1.17,1.83
20.462829,1.19,1.86
20.465781,1.27,2.01
20.468733,1.28,2.16
20.471685,1.21,1.88
20.474637,1.04,1.63
20.477722,1.23,1.9
20.481337,1.12,1.92
20.484952,1.04,1.83
20.488567,0.91,1.47
20.492182,1.23,1.98
20.495796,1.04,1.8
20.499411,1.26,1.87
20.503026,1.25,1.84
20.506641,1.11,1.86
20.510256,1.42,1.75
20.513871,1.4,1.88
20.517486,1.53,1.78
20.521101,1.28,1.65
20.524716,1.18,1.75
20.528331,1.47,2.05
20.531945,1.26,1.88
20.53556,1.1,1.9
20.539175,1.43,1.74
20.54279,1.12,1.8
20.546405,1.32,1.7
20.55002,1.46,1.95
20.553635,1.13,1.93
20.55725,1.33,1.95
20.560431,1.41,2.09
20.56448,1.22,2.01
20.568094,1.29,2.2
20.571709,1.41,2.0
20.575324,1.2,2.04
20.578939,1.2,1.83
20.582554,1.43,2.1
20.587,1.15,2.11
20.592,1.3,1.96
20.597,1.28,1.89
20.602,1.32,1.95
20.607,1.25,1.95
20.612,1.17,1.87
20.617,1.39,2.09
20.622,1.26,1.93
20.626999,1.2,1.84
20.631999,1.23,1.96
20.636999,1.25,1.95
20.641999,1.33,2.03
20.646999,1.26,1.96
20.651999,1.23,1.87
20.656999,1.26,2.24
20.661999,1.39,1.89
20.666999,1.26,1.88
20.67261,1.13,1.88
20.678374,1.28,2.05
20.684138,1.18,1.86
20.689902,1.24,1.95
20.695666,1.22,1.75
20.70143,1.25,1.82
20.707193,1.22,1.87
20.712957,1.2,1.75
20.718721,1.08,1.7
20.724485,1.33,2.06
20.730249,1.18,1.93
20.736013,1.4,1.84
20.741777,1.14,2.08
20.747541,1.06,1.88
20.75228,1.09,2.08
20.755481,1.14,2.0
20.758682,1.06,1.88
20.761883,1.1,1.99
20.765085,1.12,1.86
20.768286,1.23,1.81
20.771487,1.27,1.82
20.774688,1.13,1.71
20.77789,1.03,1.74
20.781091,1.13,1.77
20.784292,0.83,1.62
20.787494,0.84,1.44
20.790695,1.11,1.49
20.793896,1.21,1.85
20.797097,0.87,1.5
20.800299,1.03,1.43
20.8035,0.94,1.68
20.806701,0.84,1.77
20.809903,0.77,1.46
20.813104,1.08,1.51
20.816305,1.04,1.68
20.819506,0.89,1.69
20.822324,0.93,1.8
20.825909,0.89,1.69
20.82911,1.11,1.79
20.832312,1.23,1.98
20.835513,0.89,1.79
20.838714,0.92,1.52
20.841915,0.82,1.68
20.845117,1.05,1.72
20.848318,0.96,1.77
20.851519,1.1,1.65
20.85472,0.93,1.79
20.858161,1.06,1.71
20.861761,1.07,1.66
20.865361,0.9,1.67
20.868961,1.07,1.59
20.872561,0.88,1.42
20.876161,1.15,1.6
20.879761,0.74,1.67
20.883361,1.07,1.71
20.886961,0.82,1.51
20.890561,0.91,1.73
20.894161,0.85,1.68
20.897761,1.11,1.63
20.901361,1.15,1.8
20.904961,1.12,1.79
20.908561,0.91,1.43
20.912161,1.27,1.86
20.915761,1.32,1.72
20.919361,1.0,1.51
20.922961,1.19,1.54
20.926561,1.03,1.78
20.930161,1.11,1.73
20.933761,1.17,1.72
20.937361,1.03,1.75
20.940961,0.98,1.72
20.944561,1.29,1.8
20.948161,1.16,1.88
20.951761,1.11,1.5
20.955361,0.96,1.78
20.958961,1.05,1.9283
20.962561,0.96,1.8903
20.965517,1.1,1.7023
20.968044,1.13,1.9503
20.970572,1.18,1.7533
20.973099,1.29,1.9083
20.975626,1.17,1.7343
20.978153,1.3,1.9573
20.98068,1.11,1.9623
20.983207,1.32,2.0847
20.985734,1.18,2.1023
20.987958,1.32,2.1303
20.990788,1.16,2.0757
20.993316,1.34,2.1023
20.995843,1.24,2.0653
20.99837,1.21,2.0807
21.000897,1.15,1.8977
21.003424,1.4,1.8227
21.005951,1.18,1.942
21.008478,1.24,1.7627
21.011005,1.42,1.8917
21.013533,1.38,1.8717
21.01606,1.35,1.9707
21.018587,1.36,1.8617
21.021114,1.45,1.9883
21.023641,1.18,1.9597
21.026168,1.43,2.0077
21.028695,1.31,1.8927
21.031222,1.24,1.9437
21.03375,1.25,1.9877
21.036277,1.36,2.078
21.038804,1.27,2.0467
21.041331,1.42,1.9787
21.043858,1.42,1.8547
21.046385,1.35,1.944
21.048912,1.35,1.92
21.051439,1.27,1.763
21.053966,1.3,1.716
21.056494,1.44,2.1087
21.060332,1.23,2.0667
21.064499,1.12,1.881
21.068666,1.3,2.0407
21.072833,1.38,2.1497
21.076999,1.37,1.7437
21.081166,1.39,1.8957
21.085333,1.38,1.8907
21.0895,1.34,1.8537
21.093666,1.39,1.8707
21.097833,1.42,1.8747
21.102,1.3,1.9357
21.106167,1.28,1.8738
21.109326,1.2,1.7568
21.112234,1.23,1.8148
21.115141,1.1,1.6678
21.118049,1.14,1.7358
21.120957,1.3,1.9995
21.123864,1.03,1.7718
21.126772,1.33,1.6258
21.12968,1.15,1.4648
21.132587,1.1,1.2948
21.135495,1.1,1.4489
21.138402,0.69,1.4868
21.14131,0.88,1.5398
21.144218,0.86,1.8195
21.147125,0.64,1.9711
21.150033,0.97,1.9427
21.152941,1.2,1.6711
21.155848,1.03,2.1631
21.158756,1.01,2.0611
21.161664,1.12,2.032
21.16713,1.16,1.7567
21.170386,1.17,1.8753
21.173294,1.2,1.9469
21.176202,1.03,2.0039
21.179109,1.16,1.7408
21.182017,0.98,1.9581
21.184925,0.91,1.9994
21.187832,1.07,2.1341
21.19074,1.0,2.1646
21.193648,1.09,2.0411
21.196555,1.13,2.3102
21.199463,1.04,2.1613
21.20237,1.19,2.0305
21.205278,1.04,1.9273
21.208186,1.08,1.9066
21.211093,1.08,2.2337
21.214001,0.77,1.9691
21.217751,0.9,2.0551
21.221501,1.14,2.1962
21.225251,0.94,2.0651
21.229001,0.98,2.0839
21.232751,0.98,2.0227
21.236501,0.83,1.7803
21.240251,0.89,1.8897
21.244001,0.89,1.9461
21.247751,0.94,1.9978
21.251501,0.81,1.9316
21.255251,0.92,1.6082
21.259001,0.95,1.6977
21.262751,0.79,1.8901
21.266501,1.06,1.5492
21.270251,0.82,1.5144
21.274001,1.0,1.7297
21.277751,0.84,1.5439
21.281501,1.04,1.5693
21.285251,0.92,1.6541
21.292751,1.08,1.3478
21.296501,1.21,1.297
21.300251,1.01,1.3744
21.304001,1.05,1.5608
21.307751,1.1,1.7349
21.311501,1.1,1.547
21.315251,0.93,1.2718
21.319001,0.99,1.7891
21.322751,0.92,1.7798
21.329126,1.11,1.8816
21.332072,1.2,1.8991
21.337965,1.12,1.7811
21.340912,1.07,1.8124
21.343858,1.21,1.6968
21.349751,1.08,1.7303
21.352697,1.12,1.9893
21.355644,1.07,1.8051
21.35859,0.97,1.8374
21.361536,0.89,1.582
21.364483,0.91,1.7741
21.367076,1.02,1.7921
21.370376,0.98,1.7919
21.373322,1.19,1.9201
21.376268,1.12,1.7771
21.379215,1.26,1.8311
21.382161,1.06,1.8425
21.385108,1.06,2.1741
21.388054,1.18,1.8493
21.393947,1.1,1.7476
21.39984,1.24,1.786
21.402786,1.28,2.0225
21.408679,1.37,2.2044
21.411625,1.3,2.0648
21.414572,1.4,2.1083
21.417518,1.33,2.0939
21.420464,1.36,1.9843
21.423411,1.35,1.9769
21.4263,1.24,2.1887
21.429175,1.46,2.0761
21.43205,1.35,1.9466
21.4378,1.27,1.8176
21.440675,1.17,1.9231
21.446425,1.1,2.0045
21.4493,1.19,1.9881
21.452175,1.2,1.9562
21.45505,1.33,2.0672
21.457925,1.08,1.9031
21.4608,1.27,1.917
21.463675,0.95,1.9529
21.46655,1.12,1.865
21.469425,1.31,1.8143
21.4723,1.32,1.9694
21.475175,1.36,1.7677
21.47805,1.26,1.8507
21.480925,1.13,1.7839
21.4838,1.25,1.9596
21.486675,1.14,1.9637
21.48955,1.09,1.9665
21.492425,0.93,1.9287
21.494918,1.05,2.0644
21.499714,0.94,1.9259
21.504509,1.03,1.6661
21.506907,0.99,1.9579
21.509305,1.08,1.8033
21.511702,1.01,1.6225
21.5141,1.02,1.6508
21.516498,0.88,1.6448
21.518895,1.12,1.673
21.521293,0.9,1.6858
21.523691,0.93,1.7059
21.526089,0.95,1.6451
21.528486,1.18,1.6059
21.530884,0.84,1.6471
21.532994,0.91,1.6705
21.53568,0.92,1.657
21.538077,1.0,1.809
21.540475,0.97,1.646
21.542873,0.98,1.5529
21.54527,0.84,2.0439
21.547668,0.9,1.489
21.550066,0.82,1.8549
21.552464,0.79,2.0219
21.554861,0.94,1.7096
21.557259,0.94,1.7829
21.559657,0.95,1.8329
21.562055,1.15,1.9184
21.564452,1.13,1.7035
21.56685,1.0,1.7107
21.569248,1.16,1.6587
21.571645,0.87,1.9919
21.574043,1.01,1.6779
21.576441,1.16,1.8648
21.578839,1.09,1.7769
21.581236,0.96,1.7965
21.583634,1.14,1.7879
21.586032,1.15,1.9313
21.58843,0.95,1.9549
21.590827,1.01,1.865
21.593225,0.99,1.714
21.595623,0.95,1.8239
21.59802,0.8,1.8799
21.600418,0.88,1.8589
21.602816,0.94,2.0025
21.605214,1.14,2.0079
21.607611,0.97,2.0079
21.610009,0.98,1.6541
21.612407,0.8,1.3839
21.614805,0.94,1.7479
21.617202,1.01,1.6874
21.618161,0.98,1.55
21.620559,1.14,1.57
21.622957,1.01,1.65
21.625355,1.0,1.78
21.627752,0.99,1.77
21.63015,0.94,1.58
21.632548,0.77,1.76
21.634945,1.09,1.72
21.637343,0.92,1.39
21.639741,1.08,1.71
21.642139,0.95,1.47
21.644536,0.92,1.51
21.646934,0.69,1.51
21.649332,1.02,1.51
21.65173,0.86,1.6
21.654127,1.15,1.65
21.656525,1.0,1.67
21.66132,1.12,1.68
21.663718,0.96,1.38
21.666116,1.13,1.54
21.668514,1.11,1.66
21.670911,1.09,1.45
21.673309,1.14,1.51
21.675707,1.17,1.41
21.678105,1.27,1.37
21.680502,1.24,1.32
21.682708,1.09,1.51
21.685298,1.01,1.35
21.687695,1.28,1.5
21.690093,1.17,1.51
21.692491,1.02,1.34
21.694889,1.18,1.73
21.697286,1.22,1.71
21.699684,1.18,1.63
21.702082,1.17,1.8
21.704713,1.01,1.55
21.70828,1.13,1.51
21.711847,1.01,1.37
21.715413,1.05,1.51
21.71898,0.85,1.33
21.722547,0.97,1.42
21.726114,1.07,1.86
21.72968,0.96,1.36
21.733247,1.0,1.37
21.736814,1.41,1.69
21.74038,1.26,1.54
21.743947,0.91,1.38
21.747514,1.47,1.46
21.75108,1.1,1.48
21.754647,1.0,1.36
21.758214,0.84,1.43
21.761781,1.31,1.71
21.765347,1.34,1.55
21.768914,1.44,1.54
21.779614,1.21,1.62
21.783181,1.35,1.7
21.786747,1.58,1.57
21.790314,1.55,1.64
21.793881,1.29,1.54
21.797448,1.42,1.74
21.801014,1.56,1.99
21.804581,1.58,1.71
21.808148,1.72,1.89
21.811644,1.58,1.63
21.814858,1.38,1.63
21.818072,1.49,1.69
21.821287,1.16,1.6
21.824501,1.42,1.46
21.827715,1.57,1.48
21.830929,1.65,1.65
21.834144,1.63,1.53
21.840572,1.61,1.66
21.843786,1.35,1.59
21.847001,1.44,1.66
21.850215,1.5,1.57
21.853429,1.61,1.73
21.856643,1.5,1.57
21.859858,1.26,1.47
21.863072,1.43,1.8
21.866286,1.42,1.67
21.8695,1.6,1.79
21.872715,1.46,1.61
21.875929,1.37,1.46
21.878886,1.58,1.58
21.882357,1.46,1.72
21.885572,1.54,1.69
21.888786,1.67,1.86
21.892,1.56,1.93
21.894794,1.66,1.87
21.897588,1.76,1.91
21.900382,1.7,1.85
21.903176,1.75,1.86
21.905971,1.27,1.75
21.908765,1.71,2.09
21.911559,1.56,1.77
21.914353,1.61,2.02
21.917147,1.48,1.87
21.919941,1.5,1.95
21.922735,1.4,1.82
21.925529,1.28,1.83
21.928324,1.5,1.85
21.931118,1.25,1.79
21.933912,1.74,1.93
21.936706,1.6,1.85
21.9395,1.66,1.76
21.942294,1.59,1.67
21.945088,1.68,1.83
21.947882,1.64,1.91
21.950676,1.55,1.66
21.953471,1.68,1.79
21.956265,1.67,1.74
21.959059,1.66,2.06
21.961853,1.78,2.12
21.964647,1.79,2.07
21.967441,1.57,2.0
21.969982,1.6,2.0
21.972458,1.61,2.08
21.974935,1.63,2.08
21.977412,1.62,1.92
21.979889,1.68,1.9
21.982366,1.61,1.89
21.984843,1.59,1.8
21.98732,1.66,1.68
21.989797,1.4,1.85
21.992273,1.61,1.79
21.99475,1.52,1.77
21.997227,1.43,1.86
21.999704,1.13,1.71
22.002181,1.27,1.77
22.004658,1.3,1.84
22.007135,1.44,1.73
22.009612,1.44,1.79
22.012088,1.7,1.8
22.014565,1.38,1.94
22.017042,1.29,1.9
22.019519,1.3,1.58
22.021996,1.34,1.71
22.024473,1.34,1.56
22.02695,1.64,1.67
22.029427,1.44,1.6
22.031903,1.36,1.73
22.03438,1.33,1.72
22.036857,1.27,1.53
22.039136,1.56,1.88
22.041811,1.51,1.83
22.044288,1.32,2.01
22.046765,1.48,1.59
22.049242,1.43,1.88
22.051718,1.54,1.96
22.054195,1.54,1.86
22.056672,1.49,1.83
22.059149,1.53,1.8
22.061626,1.57,1.82
22.064103,1.67,1.74
22.06658,1.64,1.82
22.069057,1.54,1.8
22.071533,1.51,1.7
22.07401,1.61,1.87
22.076385,1.61,1.85
22.078691,1.46,1.82
22.080997,1.46,1.78
22.083303,1.44,1.87
22.087915,1.47,1.93
22.090221,1.47,1.72
22.092527,1.58,1.77
22.094833,1.48,1.65
22.097139,1.52,1.77
22.099445,1.56,1.85
22.101751,1.46,1.63
22.104056,1.45,1.65
22.106362,1.45,1.53
22.108668,1.68,1.83
22.110974,1.38,1.77
22.11328,1.35,1.5
22.115586,1.41,1.78
22.117892,1.3,1.52
22.120198,1.31,1.5
22.122504,1.33,1.36
22.12481,1.4,1.41
22.127116,1.48,1.38
22.129422,1.33,1.35
22.131728,1.72,1.43
22.134034,1.6,1.58
22.13634,1.43,1.46
22.138646,1.51,1.69
22.140952,1.54,1.64
22.143258,1.47,1.83
22.145564,1.3,1.37
22.14787,1.73,1.61
22.150176,1.74,2.12
22.152482,1.72,2.1
22.154788,1.77,2.03
22.157094,1.83,2.24
22.1594,1.79,2.3
22.161706,1.84,2.08
22.164012,1.7,1.9
22.166318,1.76,1.93
22.168624,1.55,1.81
22.17093,1.47,1.88
22.182411,1.55,1.73
22.18447,1.66,1.79
22.186529,1.68,1.84
22.188587,1.65,1.79
22.190646,1.65,1.86
22.192705,1.57,1.67
22.194764,1.64,1.94
22.196823,1.59,1.92
22.198882,1.56,1.7
22.200941,1.66,1.8
22.203,1.6,1.82
22.205058,1.53,1.8
22.208353,1.54,1.8878
22.210411,1.6,1.8479
22.21247,1.57,1.8892
22.214529,1.6,1.8289
22.216588,1.52,1.7199
22.218647,1.52,1.7716
22.220706,1.68,1.9012
22.222765,1.53,1.8289
22.224824,1.51,1.9509
22.226882,1.8,1.9728
22.231,1.64,2.1297
22.233059,1.65,2.0989
22.235118,1.53,1.9926
22.237177,1.71,2.1331
22.239236,1.57,2.0109
22.241295,1.51,2.0276
22.243353,1.58,2.0375
22.245412,1.67,2.1598
22.247471,1.51,2.0516
22.24953,1.42,1.9681
22.251589,1.64,2.1609
22.253648,1.57,2.0815
22.255707,1.6,1.9684
22.257766,1.62,1.9065
22.259824,1.65,1.8753
22.261883,1.75,1.9888
22.263942,1.71,2.0841
22.266001,1.43,1.9212
22.267865,1.69,1.9823
22.269728,1.66,2.1189
22.271592,1.66,2.1362
22.273306,1.68,2.0992
22.275319,1.61,2.0086
22.277183,1.64,2.0289
22.279046,1.58,2.1859
22.28091,1.65,1.9892
22.282774,1.65,1.947
22.284637,1.6,1.8296
22.286501,1.7,2.0209
22.288364,1.62,2.0513
22.290228,1.68,1.9969
22.292092,1.62,1.8694
22.293955,1.65,1.9337
22.295819,1.62,1.8509
22.297682,1.75,1.8933
22.299546,1.76,1.9983
22.30141,1.57,2.0098
22.303273,1.58,2.062
22.305137,1.69,1.879
22.307001,1.66,1.9028
22.308864,1.51,1.6796
22.310728,1.56,2.0793
22.312591,1.54,1.9848
22.314455,1.62,2.2287
22.316319,1.47,1.9095
22.318182,1.67,1.9779
22.320046,1.71,2.1779
22.321909,1.52,2.0295
22.323773,1.69,1.9398
22.325637,1.71,1.9381
22.3275,1.42,1.7673
22.331227,1.5,1.7855
22.334955,1.51,2.0494
22.336818,1.61,1.8572
22.338682,1.53,2.0101
22.340546,1.33,1.9138
22.344273,1.46,1.8484
22.346136,1.32,1.9414
22.348,1.25,2.3234
22.35062,1.49,2.1151
22.35324,1.49,1.9835
22.355861,1.48,2.0434
22.358481,1.53,2.1622
22.361101,1.54,1.8636
22.363721,1.52,1.8523
22.366342,1.49,1.8954
22.368962,1.49,1.7013
22.371582,1.52,1.9304
22.374202,1.5,1.5692
22.379443,1.44,1.6673
22.382063,1.43,1.8543
22.384683,1.34,1.8486
22.387303,1.51,1.766
22.389923,1.29,1.8421
22.392544,1.28,1.6341
22.395164,1.61,1.8047
22.397784,1.51,1.9428
22.400195,1.57,1.7116
22.403025,1.55,1.6236
22.405645,1.53,1.7772
22.408265,1.6,1.7436
22.410885,1.61,1.9474
22.413505,1.48,1.4788
22.416126,1.33,1.9489
22.418746,1.39,1.7741
22.421366,1.5,1.7468
22.423986,1.61,1.9097
22.426606,1.69,2.0961
22.429227,1.57,2.0413
22.431847,1.63,2.1409
22.434467,1.67,2.0869
22.437087,1.74,2.087
22.439708,1.76,1.9654
22.442328,1.72,1.8851
22.444948,1.71,2.1147
22.447568,1.68,2.0428
22.450188,1.63,1.9657
22.452809,1.61,2.0198
22.455429,1.52,1.9172
22.458029,1.64,2.1249
22.460598,1.56,2.0232
22.463168,1.59,2.0148
22.465737,1.62,2.2315
22.468307,1.64,2.034
22.470876,1.6,2.1507
22.473445,1.48,2.1187
22.476015,1.47,1.9119
22.478584,1.49,1.8648
22.481154,1.4,1.8331
22.483723,1.5,1.7204
22.486293,1.5,1.8153
22.488862,1.41,1.8231
22.491432,1.61,2.0463
22.494001,1.4,1.6204
22.49657,1.25,1.9033
22.49914,1.44,1.741
22.501709,1.42,1.7836
22.504279,1.43,1.898
22.506848,1.56,1.9019
22.509418,1.39,1.7317
22.511987,1.41,1.8654
22.514557,1.47,1.7045
22.517126,1.31,1.75
22.522265,1.57,2.2201
22.524834,1.72,1.9015
22.527404,1.67,1.9731
22.532543,1.62,1.9614
22.535112,1.61,1.8224
22.537682,1.8,2.1424
22.540251,1.51,1.926
22.54282,1.73,2.132
22.54539,1.68,2.1236
22.547959,1.58,1.9801
22.550529,1.74,2.2921
22.553098,1.75,2.2363
22.555462,1.63,2.0295
22.558237,1.59,1.85
22.560807,1.65,2.0947
22.563376,1.67,2.3004
22.565945,1.77,2.0235
22.568506,1.81,2.283
22.571031,1.75,2.0918
